"","age","type_employer","fnlwgt","education","marital","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_week","country","income"
"10695",25,1,157617,2,1,2,1,1,1,0,0,40,1,1
"10696",54,4,21698,1,3,2,5,1,2,0,0,40,1,1
"10698",18,1,342852,2,1,1,4,1,1,0,0,40,1,1
"10701",68,3,146645,10,2,4,2,1,1,20051,0,50,1,0
"10702",33,3,221966,1,1,4,1,1,1,2202,0,50,1,1
"10706",44,3,252202,2,3,1,1,1,2,0,0,40,1,1
"10707",37,3,497300,2,1,5,5,2,1,0,0,40,1,1
"10708",34,2,426431,1,2,7,2,1,1,0,0,40,1,1
"10709",45,4,162410,6,7,11,1,1,2,0,0,45,1,0
"10710",77,3,143516,4,2,4,2,1,1,0,0,8,1,0
"10711",25,3,190350,13,2,5,4,1,2,0,0,35,1,1
"10712",20,3,194504,6,5,6,5,2,2,0,0,40,1,1
"10713",46,4,110884,2,1,1,1,4,1,0,0,40,1,1
"10714",26,3,187652,7,1,11,4,1,1,0,0,40,1,1
"10715",45,3,81400,14,2,5,3,1,2,0,0,25,26,1
"10717",57,3,180920,2,2,8,2,1,1,0,0,40,1,0
"10718",28,3,189186,8,1,6,1,1,1,0,0,40,1,1
"10719",35,3,144172,7,2,1,3,1,2,0,0,16,1,1
"10720",36,3,607848,6,2,6,2,1,1,7688,0,45,1,0
"10721",32,3,207301,2,1,3,1,1,2,0,0,40,1,1
"10722",29,3,293073,1,1,6,1,1,1,0,0,50,1,0
"10724",19,3,41400,2,1,3,4,1,1,0,0,30,1,1
"10727",49,2,126268,1,2,7,2,1,1,0,0,50,1,1
"10729",61,3,28291,2,3,9,1,1,2,0,0,82,1,1
"10730",42,5,121998,6,2,2,2,1,1,15024,0,40,1,0
"10731",42,4,31621,7,3,1,1,1,2,0,0,40,1,1
"10732",30,5,108386,8,2,12,2,1,1,0,0,40,1,1
"10733",32,2,134727,2,2,10,2,1,1,0,0,40,1,1
"10734",37,3,208391,6,2,8,2,1,1,0,0,40,1,0
"10735",35,3,112271,6,2,7,2,1,1,0,0,45,1,1
"10736",30,3,173350,8,4,1,1,1,2,0,0,40,1,1
"10738",55,3,185436,6,2,2,2,1,1,0,0,70,1,0
"10739",36,3,290409,6,2,8,2,1,1,0,0,40,1,1
"10741",56,5,370045,1,2,4,2,1,1,0,0,40,1,0
"10742",26,3,36936,8,2,7,2,1,1,0,2002,40,1,1
"10743",37,3,231180,2,2,10,2,1,1,0,0,40,1,1
"10744",28,3,119793,2,1,6,4,1,1,0,0,60,1,1
"10745",38,3,102178,2,2,8,2,1,1,0,0,50,1,1
"10746",76,3,135039,2,2,7,2,1,1,0,0,20,1,1
"10747",35,3,317780,6,1,1,5,2,2,0,0,40,1,1
"10750",39,5,256997,1,2,7,2,1,1,0,0,40,1,1
"10751",64,3,298301,2,2,5,2,1,1,0,0,40,1,1
"10752",22,3,310380,2,1,1,5,2,2,0,0,40,1,1
"10754",27,3,501172,12,2,8,2,1,1,0,0,40,5,1
"10756",23,3,85088,6,1,5,4,1,2,0,0,37,1,1
"10757",25,3,282313,13,1,3,4,2,1,0,1602,40,1,1
"10759",63,3,236338,2,2,6,3,1,2,0,0,35,1,1
"10761",26,4,218782,2,2,1,2,5,1,0,0,40,1,1
"10762",33,3,191385,1,1,4,1,1,1,0,0,40,10,1
"10763",45,6,185497,1,2,2,3,3,2,0,0,70,6,1
"10764",28,3,126129,6,1,1,1,1,2,0,0,40,1,1
"10766",34,3,255693,2,2,1,3,1,2,0,0,20,1,1
"10767",34,3,203488,6,2,8,2,1,1,0,0,40,1,1
"10768",41,3,203233,2,2,2,2,1,1,0,0,40,1,0
"10771",38,3,116358,6,2,5,2,3,1,0,0,40,13,1
"10772",46,6,198660,1,2,6,2,1,1,99999,0,72,1,0
"10773",43,2,89636,1,2,6,3,3,2,0,0,60,6,1
"10774",49,3,120629,6,7,6,5,1,2,0,0,30,1,1
"10777",54,6,146574,2,2,7,2,1,1,0,0,40,1,0
"10778",53,3,88725,2,1,7,1,5,2,0,0,40,1,1
"10779",24,3,142022,6,1,3,4,1,1,0,0,50,1,1
"10782",58,2,203039,5,5,7,1,1,1,0,0,40,1,1
"10783",26,3,227489,2,1,11,6,2,1,0,0,40,1,1
"10784",19,3,105289,13,1,5,6,2,2,0,0,20,1,1
"10785",28,3,223745,6,1,1,5,1,2,0,0,40,1,1
"10786",45,3,242994,6,1,6,1,1,1,0,0,52,1,1
"10788",76,3,116202,2,7,5,5,1,2,0,0,33,1,1
"10789",47,3,140045,2,5,1,5,1,2,0,0,40,1,1
"10790",34,3,133503,6,3,8,1,1,1,2174,0,40,1,1
"10795",24,3,216563,2,2,10,3,1,2,0,0,40,1,1
"10796",43,5,231964,6,3,1,5,1,2,0,0,40,1,1
"10797",29,3,263855,16,1,7,5,1,1,0,0,40,1,1
"10798",40,3,124915,2,2,10,2,1,1,0,0,40,1,1
"10801",21,1,39236,6,1,11,1,1,2,0,0,50,1,1
"10802",58,3,349910,2,2,2,2,1,1,7688,0,40,1,0
"10804",34,3,176711,2,1,1,4,1,1,0,0,40,1,1
"10807",46,3,331776,2,2,10,2,1,1,0,0,40,1,1
"10808",54,3,111469,6,3,2,1,1,2,0,0,40,1,1
"10809",43,1,198965,4,2,4,2,1,1,0,0,40,1,0
"10810",25,3,288185,5,2,10,2,1,1,0,0,40,5,1
"10811",21,3,198050,7,1,1,1,1,2,0,0,25,1,1
"10812",65,3,242580,6,3,4,1,1,1,11678,0,50,1,0
"10814",29,3,87905,2,3,5,1,1,1,10520,0,40,1,0
"10815",44,3,173704,1,2,2,2,1,1,0,0,40,1,0
"10816",37,4,93225,6,2,1,2,1,1,7688,0,40,1,0
"10818",35,3,158046,6,2,6,2,1,1,5013,0,70,1,1
"10821",39,3,201105,1,2,4,3,1,2,0,0,30,1,1
"10822",23,3,176486,6,1,5,6,1,2,0,0,25,1,1
"10823",25,6,182750,1,1,6,1,1,1,0,0,45,1,0
"10825",47,3,208872,6,2,7,2,1,1,0,0,40,1,1
"10826",47,3,145269,3,3,7,1,1,2,0,0,45,1,1
"10829",68,3,53850,9,2,7,2,4,1,0,0,40,1,1
"10830",50,3,158294,8,2,11,2,1,1,3103,0,40,1,0
"10831",47,3,152073,2,3,10,5,1,2,0,0,40,1,1
"10834",21,3,201603,2,1,10,4,1,1,2176,0,40,1,1
"10836",30,3,285295,1,2,5,3,3,2,0,0,40,13,1
"10838",49,3,202874,2,5,1,5,1,2,0,0,40,16,1
"10840",22,3,244773,2,1,6,4,2,2,0,0,15,1,1
"10844",27,3,37088,1,2,11,2,1,1,0,0,30,1,1
"10845",27,3,335421,1,1,4,1,1,2,0,0,20,1,1
"10846",23,8,188535,9,3,7,1,1,1,0,0,35,1,1
"10848",42,3,33002,2,2,2,2,1,1,0,0,48,1,1
"10849",32,3,330715,2,2,7,2,1,1,99999,0,40,1,0
"10850",45,3,146857,1,2,2,2,1,1,0,0,38,1,0
"10851",35,3,275522,9,7,5,5,1,2,0,0,80,1,1
"10852",22,3,43646,2,2,7,4,1,1,0,0,40,1,1
"10853",34,3,154548,6,1,1,5,1,2,0,0,38,1,1
"10854",28,3,47907,1,1,1,1,1,2,0,0,40,1,1
"10855",38,3,238397,1,3,14,5,1,2,0,0,24,1,1
"10856",48,5,195949,6,2,12,2,1,1,0,0,42,1,0
"10858",34,3,349169,4,2,7,2,1,1,0,0,40,5,1
"10859",25,3,158662,2,2,1,3,1,2,0,0,50,1,0
"10860",23,5,23438,2,1,4,1,1,2,0,0,40,1,1
"10863",49,5,226871,2,2,10,2,2,1,0,0,40,1,0
"10864",23,3,124971,6,3,1,1,1,1,0,0,40,1,1
"10865",57,3,214061,2,3,1,1,1,2,0,0,40,1,1
"10866",24,3,441700,1,1,11,4,1,1,0,0,40,1,1
"10867",44,6,104892,6,2,7,2,1,1,0,0,58,1,0
"10868",34,3,234386,7,3,7,1,1,1,0,0,50,1,1
"10869",29,5,188278,6,2,4,2,1,1,0,0,40,1,1
"10870",29,3,244395,3,1,5,5,2,2,0,0,40,1,1
"10873",38,3,377486,2,1,7,1,1,1,0,0,36,1,1
"10876",29,3,71067,11,1,4,1,1,2,0,0,55,1,1
"10877",59,3,195176,1,2,6,2,1,1,0,0,72,1,1
"10878",31,3,98639,2,1,7,5,1,1,0,0,40,1,1
"10882",28,3,147471,2,3,5,4,1,2,0,0,10,1,1
"10883",30,3,206046,2,2,7,2,1,1,0,1848,40,1,0
"10884",46,3,81497,2,3,3,1,1,2,0,0,48,1,1
"10885",45,3,189225,2,1,5,5,2,2,0,0,40,1,1
"10886",23,3,141264,6,1,2,6,2,2,0,0,40,1,1
"10888",44,3,160829,1,2,11,3,1,2,0,0,20,1,0
"10889",25,3,483822,2,1,5,4,1,1,0,0,40,26,1
"10890",48,1,148738,6,3,5,4,1,1,0,0,40,1,1
"10892",33,2,58702,8,2,4,3,1,2,3103,0,50,1,0
"10893",20,3,146706,6,2,6,6,1,2,0,0,30,1,1
"10894",23,3,420973,1,1,4,1,1,2,0,0,40,1,1
"10896",22,1,121471,1,1,4,1,1,2,0,0,40,1,1
"10897",36,3,198237,1,2,4,2,1,1,15024,0,50,1,0
"10900",30,3,261023,6,3,10,5,1,1,0,0,50,1,1
"10901",30,1,231043,8,2,12,2,1,1,0,0,40,1,1
"10902",30,3,340917,6,2,10,2,1,1,0,0,40,1,1
"10903",35,3,167140,1,2,4,2,1,1,5013,0,40,1,1
"10904",39,3,370795,2,1,1,5,2,2,0,0,40,1,1
"10906",74,3,209454,12,2,8,2,2,1,0,0,40,1,1
"10907",32,6,78530,6,2,2,2,1,1,15024,0,50,1,0
"10908",25,3,88922,2,2,8,2,2,1,0,0,40,1,1
"10909",64,3,86972,6,3,2,5,1,2,0,0,40,1,1
"10910",47,2,165468,2,2,10,2,1,1,7298,0,40,1,0
"10911",37,3,134367,1,2,2,3,1,2,0,0,37,1,0
"10913",33,3,183612,2,2,10,2,1,1,0,0,40,1,0
"10914",40,3,191982,8,3,4,5,1,2,0,0,40,1,0
"10915",22,3,514033,2,1,5,1,2,1,0,0,80,1,1
"10918",30,6,119422,6,2,2,2,1,1,0,0,70,1,1
"10919",20,3,236592,16,1,4,1,1,2,0,0,35,14,1
"10920",53,1,43952,4,2,2,2,1,1,15024,0,38,1,0
"10921",43,3,194636,1,2,7,2,1,1,0,0,48,1,0
"10923",43,2,150528,2,2,7,2,1,1,0,0,30,1,1
"10924",30,3,213722,2,1,3,4,1,1,0,0,40,1,1
"10925",20,3,41432,6,1,1,4,1,2,0,0,46,1,1
"10927",38,3,470663,1,1,2,1,1,1,0,0,50,1,1
"10928",54,2,114520,6,2,6,2,1,1,0,0,40,1,1
"10929",23,3,113466,2,1,7,1,1,1,0,0,40,1,1
"10930",46,3,224559,2,2,8,2,2,1,0,0,40,1,1
"10932",28,3,167094,13,3,7,1,1,1,0,0,50,1,1
"10933",18,3,216508,16,1,5,1,1,1,0,0,25,1,1
"10934",41,5,384236,8,1,5,1,1,1,0,0,40,1,1
"10936",58,3,190997,6,2,2,2,1,1,0,0,40,1,0
"10938",39,3,103456,1,2,1,2,1,1,0,0,45,1,0
"10939",28,3,184723,1,1,11,1,1,2,0,1980,35,1,1
"10940",25,3,165622,4,1,6,1,1,1,0,0,55,1,1
"10941",29,3,101597,6,3,6,5,1,2,0,0,54,1,1
"10942",53,3,146378,12,2,7,2,1,1,0,0,40,1,1
"10943",63,5,152163,2,2,12,2,1,1,0,0,40,1,1
"10944",26,1,106812,8,3,2,1,1,2,0,0,38,1,1
"10945",21,3,148211,2,1,3,1,1,1,3674,0,50,1,1
"10947",29,3,135296,8,1,1,4,1,2,0,0,40,1,1
"10948",72,5,144515,10,2,2,2,1,1,0,1258,40,1,1
"10950",21,3,210165,5,4,3,4,1,1,0,0,40,1,1
"10951",38,3,224584,6,3,6,5,2,2,0,0,40,1,1
"10952",38,3,80771,1,2,4,3,1,2,0,0,40,1,0
"10954",31,2,119411,1,3,2,5,1,1,0,0,60,1,0
"10955",68,5,177596,13,5,5,1,2,2,0,0,90,1,1
"10956",43,3,396116,2,2,7,2,1,1,0,0,40,1,1
"10957",21,3,185251,2,1,6,4,1,1,0,0,40,1,1
"10958",44,3,173590,1,2,4,2,1,1,0,0,3,1,1
"10961",36,3,175232,2,2,7,2,1,1,5178,0,40,1,0
"10962",21,3,51047,2,1,1,1,1,2,0,0,25,1,1
"10963",21,3,334618,6,1,12,1,2,2,99999,0,40,1,0
"10964",52,5,152795,6,2,7,2,1,1,0,0,40,1,1
"10966",52,3,129177,1,7,5,1,1,2,0,2824,20,1,0
"10967",51,2,121548,1,2,2,2,1,1,0,0,25,1,1
"10968",29,3,244566,2,3,10,5,1,1,0,0,40,1,1
"10969",36,3,75073,6,1,7,1,2,1,0,0,55,1,1
"10973",37,3,127961,2,1,10,1,1,1,0,0,40,1,1
"10976",29,3,262478,2,1,9,4,2,1,0,0,30,1,1
"10977",48,2,32825,2,2,7,2,1,1,0,0,40,1,1
"10978",50,2,167380,9,2,9,2,1,1,0,0,40,1,1
"10980",35,4,105138,11,2,4,2,1,1,0,0,55,1,1
"10981",54,3,145714,2,2,11,2,1,1,7688,0,25,1,0
"10982",24,3,182276,2,2,5,3,1,2,0,0,25,1,1
"10985",19,2,73514,2,1,1,4,3,2,0,0,30,1,1
"10986",26,3,199600,2,1,6,1,2,1,0,0,40,1,1
"10989",33,3,99309,6,3,7,5,1,1,0,0,50,1,1
"10991",30,3,287986,6,1,3,1,1,1,0,0,40,1,1
"10992",30,3,119411,1,1,4,1,1,1,0,0,40,1,1
"10993",19,3,198668,9,1,5,1,1,2,0,0,40,1,1
"10995",27,3,234664,6,2,4,2,1,1,0,0,40,1,0
"10996",20,3,114357,6,1,7,1,1,1,0,0,40,1,1
"10997",39,1,176949,7,2,12,2,1,1,0,0,52,1,1
"10999",65,3,205309,2,2,9,2,1,1,0,0,24,1,1
"11000",34,3,195576,1,2,2,2,1,1,0,0,50,1,0
"11001",20,3,216825,2,1,6,4,1,2,0,0,25,5,1
"11002",23,3,329174,6,1,7,1,1,1,0,0,40,1,1
"11004",28,3,181291,1,1,2,1,1,2,0,1564,50,1,0
"11006",28,1,38309,1,1,4,4,1,1,6849,0,40,1,1
"11007",37,3,312766,2,3,5,1,1,2,0,0,40,1,1
"11010",31,3,124827,2,1,5,1,1,1,0,0,40,1,1
"11011",37,3,77820,1,2,2,2,1,1,0,0,50,1,0
"11012",45,4,56904,1,2,1,2,1,1,5013,0,45,1,1
"11013",45,3,190115,7,3,2,5,1,1,0,0,40,1,1
"11014",44,3,106682,2,2,6,2,1,1,0,0,60,1,1
"11015",32,5,42596,1,3,4,1,1,1,0,0,40,1,1
"11016",35,3,143058,2,2,10,2,1,1,0,0,60,1,0
"11017",53,3,102615,3,3,8,1,1,1,0,0,40,10,1
"11019",43,3,240124,8,2,7,2,1,1,0,0,40,1,1
"11021",49,3,323798,6,3,2,1,1,1,3325,0,50,1,1
"11022",52,3,96359,10,2,2,2,1,1,0,0,57,1,0
"11023",20,3,165201,6,1,1,4,1,2,0,0,4,1,1
"11024",60,4,165630,2,2,11,2,1,1,0,1977,40,1,0
"11025",45,3,264526,7,3,10,4,1,1,0,0,40,1,1
"11026",48,3,102359,1,2,2,2,1,1,7298,0,60,1,0
"11028",61,3,232618,11,2,4,2,1,1,0,0,40,1,0
"11029",48,5,115497,6,2,2,2,1,1,0,0,40,1,1
"11031",27,2,41099,2,1,7,1,1,1,0,0,30,1,1
"11033",33,3,348618,12,4,8,5,5,1,0,0,20,26,1
"11035",36,3,248445,2,5,8,6,1,1,0,0,60,5,1
"11036",38,3,112093,3,2,8,2,1,1,0,0,40,1,1
"11037",24,5,197552,2,1,11,1,1,2,0,0,40,1,1
"11038",22,3,303822,13,1,7,4,1,1,0,0,40,1,1
"11040",55,3,487411,4,2,4,2,1,1,0,0,40,1,0
"11041",46,2,43348,11,2,2,2,1,1,15024,0,55,1,0
"11042",39,1,239409,2,2,12,2,1,1,0,0,50,1,1
"11043",50,3,337606,2,2,10,2,1,1,0,1485,40,1,1
"11045",47,1,118447,1,2,4,2,1,1,0,0,60,1,0
"11047",23,3,141003,2,1,7,4,1,1,0,0,60,1,1
"11050",55,3,381965,1,2,7,6,1,1,0,0,40,1,1
"11052",39,3,142707,8,2,10,2,1,1,0,0,40,1,1
"11053",39,3,53447,2,3,9,1,1,2,0,0,40,1,1
"11054",37,3,127772,1,1,7,1,1,1,0,0,40,1,1
"11055",19,3,344414,6,1,8,4,1,1,0,0,40,1,1
"11057",49,3,558183,8,4,4,5,1,2,0,0,40,1,1
"11058",33,3,150154,6,2,7,2,1,1,0,0,40,1,1
"11059",21,3,306114,2,1,5,1,1,1,0,0,35,1,1
"11061",58,5,368797,4,7,4,5,1,1,0,0,35,1,0
"11062",43,6,175715,2,1,2,1,2,1,0,0,55,1,1
"11063",62,3,416829,3,5,5,1,2,2,0,0,21,1,1
"11064",21,3,350001,6,1,9,4,1,1,0,0,20,1,1
"11065",26,3,339952,6,2,2,2,1,1,0,0,60,1,1
"11066",27,3,114967,5,2,7,2,1,1,0,0,40,1,1
"11067",34,3,164190,6,2,4,2,1,1,0,1902,38,1,0
"11068",49,5,166039,2,3,5,5,1,2,0,0,40,1,1
"11070",34,2,234960,1,2,4,2,2,1,0,1887,48,1,0
"11071",29,3,103628,6,2,1,3,1,2,0,0,40,1,0
"11073",45,6,106517,2,3,2,1,1,2,0,0,40,1,1
"11075",53,3,92430,2,2,7,2,1,1,0,0,40,1,0
"11076",52,5,40641,13,2,7,2,1,1,5013,0,40,1,1
"11077",47,3,169388,3,3,5,5,1,2,0,0,15,1,1
"11078",36,5,410034,1,2,4,2,1,1,0,1887,40,1,0
"11079",48,3,237525,1,2,2,2,1,1,7688,0,65,1,0
"11080",35,3,150057,6,2,2,2,1,1,0,0,40,1,0
"11081",49,3,148549,1,2,2,2,1,1,0,1902,50,1,0
"11082",43,3,75742,6,2,8,2,1,1,0,0,45,1,1
"11083",33,3,177675,1,2,2,2,1,1,0,0,50,11,0
"11084",49,5,193249,7,2,1,2,1,1,0,0,40,1,1
"11086",28,3,80165,6,3,5,1,1,2,0,0,30,1,1
"11088",69,3,111238,5,2,7,2,1,1,0,0,20,1,1
"11089",41,2,284086,8,3,6,1,1,1,0,0,60,1,1
"11090",31,3,206051,1,2,1,2,1,1,0,0,40,1,0
"11091",57,3,426263,4,3,2,5,1,1,0,0,40,1,0
"11092",49,3,102583,6,2,4,2,1,1,0,1848,44,1,0
"11093",40,3,277647,1,2,4,2,1,1,0,0,40,1,0
"11094",55,3,124808,8,2,4,2,1,1,0,1977,50,11,0
"11100",79,3,165209,2,2,7,2,1,1,0,0,40,1,1
"11101",42,3,193494,2,2,10,2,1,1,0,0,40,1,0
"11102",67,2,195066,2,2,9,2,1,1,0,0,50,1,1
"11104",35,3,92028,4,2,2,2,1,1,0,0,50,1,0
"11108",45,3,198223,1,2,6,2,1,1,0,1902,45,1,0
"11109",20,3,109813,3,1,11,6,1,1,0,0,40,1,1
"11112",28,3,263614,1,2,2,2,1,1,0,0,40,1,0
"11113",33,3,96128,3,1,7,4,1,1,0,0,40,1,1
"11114",55,3,220262,2,3,6,1,1,2,0,0,40,1,1
"11117",52,6,254211,4,2,4,2,1,1,15024,0,60,1,0
"11118",29,3,351324,6,1,6,5,1,2,0,0,40,1,1
"11119",36,3,58602,12,1,5,1,1,1,0,0,35,1,1
"11122",43,3,185832,6,2,10,2,1,1,0,0,48,1,0
"11123",24,3,254767,9,2,9,2,1,1,2105,0,50,1,1
"11125",47,2,109421,1,2,2,2,1,1,0,0,50,1,1
"11126",42,3,183205,2,3,2,5,1,2,0,0,45,1,1
"11127",39,3,156897,2,1,7,4,1,1,0,2258,42,1,0
"11129",47,5,29819,4,2,2,2,2,1,0,1977,50,1,0
"11131",29,3,253801,2,2,7,2,1,1,0,0,40,19,1
"11132",22,3,181313,8,1,5,1,1,2,0,0,30,1,1
"11133",37,1,150566,2,5,7,1,1,1,0,0,44,1,1
"11134",38,3,237713,1,2,2,2,1,1,0,0,60,1,1
"11137",46,2,224108,2,2,2,3,1,2,0,0,50,1,1
"11138",51,3,174754,2,1,5,1,2,2,0,0,38,1,1
"11140",35,3,167062,2,2,1,2,1,1,0,0,40,1,1
"11141",18,3,190325,3,1,7,4,1,1,0,0,30,1,1
"11142",45,3,108859,2,5,7,5,2,2,0,0,40,1,1
"11143",36,2,344351,2,1,8,4,1,1,0,0,40,1,1
"11144",73,3,153127,6,7,14,5,1,2,0,0,10,1,1
"11145",52,3,180881,1,2,2,2,1,1,0,0,40,1,1
"11147",29,4,339002,8,2,7,2,1,1,0,0,40,1,0
"11148",31,3,185480,2,2,1,3,1,2,0,0,40,1,0
"11152",40,3,248094,2,2,8,2,1,1,0,0,40,1,1
"11153",32,3,36467,7,2,1,2,1,1,0,0,45,1,0
"11154",29,3,53181,4,2,4,2,1,1,0,0,55,1,0
"11160",33,3,316663,6,2,1,3,1,2,0,0,50,1,1
"11161",26,3,154966,6,2,7,2,1,1,0,0,40,7,1
"11163",33,3,167939,2,2,5,4,1,2,0,0,25,1,1
"11164",23,3,131275,2,1,7,4,4,1,0,0,40,1,1
"11165",20,3,236523,13,1,3,4,2,1,0,0,40,1,1
"11167",37,3,174503,1,7,4,1,1,2,0,0,50,1,1
"11169",38,3,110713,7,2,7,2,1,1,0,0,50,1,0
"11170",50,3,202044,1,3,4,5,1,2,0,0,45,1,1
"11171",44,3,300528,3,2,1,2,1,1,0,0,40,1,0
"11173",57,3,133126,6,1,7,1,2,2,0,0,40,1,1
"11174",37,3,74593,2,2,7,2,1,1,0,0,70,1,1
"11176",21,3,344492,6,1,5,4,1,2,0,0,30,1,1
"11177",31,3,349148,2,2,7,2,1,1,0,0,40,1,0
"11178",32,3,222221,8,2,4,2,1,1,7298,0,42,1,0
"11180",20,5,243178,2,1,3,4,1,1,0,0,40,1,1
"11182",47,2,318593,2,2,2,2,1,1,0,0,25,1,1
"11183",41,3,108681,6,2,1,3,1,2,0,0,40,1,1
"11186",46,3,172581,1,2,2,2,1,1,0,1902,50,1,0
"11189",50,3,135643,2,2,10,6,3,2,0,0,40,20,1
"11191",18,3,130652,6,1,1,4,1,2,0,0,25,1,1
"11193",47,3,109832,2,2,7,2,1,1,5178,0,30,10,0
"11196",45,6,271901,2,2,6,2,1,1,0,0,32,1,0
"11197",73,3,139978,3,2,10,2,1,1,0,0,40,1,1
"11200",38,1,341643,7,1,2,1,1,1,0,0,60,1,1
"11202",62,6,118725,2,2,2,2,2,1,20051,0,72,1,0
"11203",26,3,187891,2,1,1,1,2,1,0,0,40,1,1
"11206",51,3,89652,2,3,1,5,1,2,4787,0,24,1,0
"11208",65,3,330144,6,2,2,2,1,1,0,0,40,1,1
"11209",29,3,251905,7,2,7,2,1,1,0,0,45,1,1
"11210",37,3,218955,2,2,5,2,1,1,0,0,40,1,1
"11211",36,2,188972,10,5,4,5,1,2,0,0,10,10,1
"11212",60,2,25825,2,3,7,1,1,1,0,0,50,1,0
"11213",33,3,202046,1,1,3,1,1,1,0,2001,40,1,1
"11215",20,3,194891,2,1,1,1,1,2,0,0,40,1,1
"11217",66,3,116468,4,2,4,2,1,1,2936,0,20,1,1
"11218",32,3,285131,7,1,7,5,1,1,0,0,20,1,1
"11219",29,1,409201,6,2,1,2,1,1,0,0,40,1,1
"11221",74,3,97167,2,2,5,2,1,1,0,0,15,1,1
"11222",37,5,244803,2,2,7,2,1,1,0,0,40,1,1
"11223",51,2,115851,2,2,7,2,1,1,0,0,40,1,1
"11224",50,3,118058,6,2,8,2,1,1,0,0,50,1,1
"11225",42,3,258589,2,1,6,1,1,1,0,0,60,1,0
"11227",27,5,92431,6,1,12,1,1,1,0,2231,40,1,0
"11230",32,3,244147,1,1,4,1,1,1,0,1876,50,1,1
"11231",66,6,253741,2,2,6,2,1,1,0,1825,10,1,0
"11232",23,3,170482,6,1,6,4,1,1,0,0,45,1,1
"11234",50,3,165001,1,2,7,2,1,1,0,0,50,1,1
"11235",17,3,297117,3,1,6,4,1,2,0,0,40,1,1
"11236",35,3,340260,2,3,7,5,1,2,0,0,48,1,1
"11237",31,3,96480,2,1,1,1,1,2,0,0,50,1,1
"11238",30,3,185177,3,1,3,4,1,1,0,0,49,1,1
"11239",84,6,172907,6,2,6,2,1,1,0,0,35,1,0
"11241",45,2,54098,8,2,9,2,1,1,0,0,50,1,0
"11242",46,3,288608,2,1,7,4,1,1,0,0,40,1,1
"11244",37,3,111128,3,1,10,1,1,1,0,0,40,1,1
"11245",32,3,171116,2,3,5,4,1,2,0,0,40,1,1
"11246",53,6,96062,1,2,2,2,1,1,0,1902,48,1,0
"11247",27,4,276776,6,2,11,2,1,1,0,0,40,1,0
"11249",29,3,149211,1,2,11,2,1,1,0,0,40,1,1
"11250",35,3,58343,2,2,6,2,1,1,0,0,44,1,1
"11251",38,3,127601,6,2,3,3,1,2,0,0,35,1,1
"11252",29,3,357781,9,2,9,2,1,1,0,0,40,1,1
"11253",26,3,137367,6,1,3,6,3,1,0,0,44,13,1
"11255",31,3,34503,8,2,7,2,1,1,0,0,40,1,0
"11256",30,3,84119,6,2,7,2,1,1,0,2051,40,1,1
"11257",20,3,223515,6,1,5,4,1,1,0,0,40,1,1
"11258",37,3,372525,4,3,4,5,1,1,0,0,48,1,1
"11259",32,3,116365,2,2,1,3,1,2,0,0,20,1,1
"11260",36,3,111268,7,3,6,5,1,2,0,0,40,1,1
"11261",54,3,225599,4,2,4,2,3,1,7298,0,40,4,0
"11262",78,3,83511,9,2,7,2,1,1,0,0,40,24,1
"11265",57,3,191983,6,2,12,2,1,1,0,0,50,1,1
"11267",43,3,456236,2,2,7,2,1,1,0,0,40,1,0
"11269",32,3,235109,6,3,1,5,1,2,0,0,40,1,1
"11270",38,4,91716,2,2,1,2,1,1,0,0,40,1,1
"11271",25,3,121102,7,1,11,1,1,2,0,2001,30,1,1
"11272",70,3,235781,6,3,9,1,3,1,0,0,40,37,1
"11273",40,3,136986,6,2,10,2,1,1,0,0,50,1,0
"11274",40,2,33658,2,3,7,1,1,1,0,0,40,1,1
"11275",20,3,53878,2,1,7,5,1,1,0,0,40,1,1
"11276",29,3,200928,2,2,2,2,1,1,0,0,40,1,0
"11278",28,3,214385,8,1,2,4,2,2,0,0,40,1,1
"11279",58,3,102509,13,3,8,1,2,1,0,0,50,1,1
"11280",38,3,173047,1,3,1,5,3,2,0,213,40,13,1
"11282",18,3,329054,3,1,1,4,1,2,0,0,15,1,1
"11287",62,3,250091,1,3,2,1,1,1,0,0,5,1,1
"11288",24,1,247075,2,1,1,5,2,2,0,0,20,1,1
"11289",22,3,315524,6,1,1,4,2,1,0,0,30,25,1
"11291",39,2,29874,6,5,7,1,1,1,0,0,60,1,0
"11292",28,3,115579,8,1,11,4,1,2,0,0,38,1,1
"11293",51,3,29580,3,2,6,2,1,1,4386,0,30,1,0
"11296",24,3,420779,2,2,9,2,2,1,0,0,35,1,1
"11297",24,3,255474,3,2,6,2,1,1,0,0,40,1,1
"11299",43,3,85995,2,1,3,1,1,1,0,0,40,1,1
"11301",31,3,217962,16,1,3,1,2,1,0,0,40,1,1
"11302",36,3,20507,2,2,7,2,1,1,7688,0,50,1,0
"11303",43,3,184099,7,2,8,2,1,1,0,0,40,1,1
"11304",31,3,117816,9,3,3,6,1,1,0,0,70,1,1
"11305",23,3,263899,6,1,1,4,2,1,0,0,20,23,1
"11307",48,3,186539,6,2,4,2,1,1,0,0,40,1,1
"11308",40,3,326310,6,2,7,2,1,1,0,0,44,1,1
"11309",55,5,84564,11,3,4,1,1,2,0,0,39,1,1
"11310",49,3,247294,2,2,7,2,1,1,0,0,45,1,0
